age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
74,46457,40,1994,1999,811,0,0,0,267782,Business,Rented,1,0.0,5.763958844547764,0.5150458478625856,0.007464999645235134,Low Risk
36,11444,15,661,8338,318,2,0,74360,440707,Education,Mortgaged,2,6.497160332022717,38.50650939274792,0.6930537352555701,0.018919556713288616,Fraud Suspected
68,127297,40,5265,3741,366,1,2,39967,38590,Debt Consolidation,Rented,1,0.313964084274694,0.3031469465349024,0.49631573159044134,0.09693970096654661,High Risk
25,66823,5,1140,4123,515,1,0,21492,100503,Education,Rented,0,0.32162097450017957,1.5039955704537291,0.20471686819106907,0.04102324285600573,Medium Risk
44,72754,26,3063,7984,817,2,0,85814,293442,Debt Consolidation,Mortgaged,3,1.1794928183629991,4.033289808260601,0.505202391588207,0.027208009732724924,High Risk
46,111841,25,3920,5742,832,5,2,24780,97299,Home,Mortgaged,4,0.2215625614706461,0.8699683482055042,0.4205933370290231,0.05901336073997945,Low Risk
38,39968,18,2407,61245,699,3,0,14541,469583,Auto,Mortgaged,3,0.3638069503865496,11.748680227176061,0.7226600615476995,0.13042394970867832,Low Risk
62,70933,40,4428,8165,502,4,1,181372,377796,Debt Consolidation,Rented,1,2.556912059097189,5.326021371979587,0.7490907040347365,0.02161213561780533,Fraud Suspected
50,86080,30,1438,85281,429,1,1,28798,257653,Education,Owned,3,0.3345453700584333,2.9931459904043867,0.2004623552235685,0.33099039797557966,High Risk
31,53233,12,2963,3226,777,1,1,42240,183939,Home,Rented,4,0.7934778525002818,3.455291730848706,0.6679189991358906,0.01753832771555942,High Risk
38,66537,20,3661,78604,661,2,1,6216,459062,Education,Rented,1,0.09342030118127986,6.899245543899727,0.6602542907812077,0.17122704291132154,Low Risk
58,29879,40,1434,1144,542,1,1,47954,174203,Home,Mortgaged,0,1.6048862115127176,5.830087014725569,0.5759036144578313,0.006567013386604211,Fraud Suspected
19,50086,0,2377,1139,407,1,1,5958,338977,Auto,Owned,1,0.11895302174216862,6.767764090482561,0.5694890889851658,0.003360100065490976,High Risk
31,97701,13,5851,4443,306,3,0,15426,311673,Personal,Mortgaged,3,0.15788827250209822,3.1900370514421406,0.7186342142433113,0.014255279554919563,High Risk
42,107595,21,6666,1833,367,3,0,46467,168808,Home,Rented,0,0.4318654968586193,1.5689059072827987,0.743447711810848,0.010858425794833215,Fraud Suspected
40,99489,18,2971,5751,784,4,0,92160,37286,Home,Owned,1,0.9263242536938385,0.3747713338023922,0.3583475726203639,0.15423606082548877,High Risk
23,58928,4,1283,1036,804,4,0,143800,481069,Business,Owned,4,2.440224677153863,8.163535780345839,0.26126355444687677,0.0021535327499116554,High Risk
18,22085,0,542,188,684,3,0,62043,333623,Home,Owned,3,2.809155120891062,15.105632527392919,0.29448519424069547,0.0005635086204829389,High Risk
23,155543,3,5272,12496,589,2,0,38860,67651,Education,Rented,3,0.24983284472560818,0.43493159491847966,0.40672735688936895,0.18470998640099331,Medium Risk
61,53088,40,1486,44842,502,1,0,3004,400928,Auto,Rented,4,0.0565842264875963,7.551997588954397,0.335888790521577,0.11184523943142052,Medium Risk
19,444976,1,26747,13419,401,1,0,12775,472389,Home,Owned,2,0.028709349022533748,1.0616031839847901,0.7213046966472424,0.028406613179787887,Fraud Suspected
40,109729,18,5562,4891,516,3,2,78681,86513,Personal,Owned,2,0.7170418299462317,0.7884170236033902,0.6082566299097786,0.056534202556811616,Fraud Suspected
55,33781,34,1367,5025,422,2,1,92336,181771,Home,Mortgaged,2,2.733289917707655,5.380705701261027,0.4855840388372506,0.02764452170851396,Fraud Suspected
37,63434,15,2926,4372,795,1,1,9777,480555,Debt Consolidation,Mortgaged,1,0.15412627098604872,7.575549775360606,0.5535114684322535,0.009097795054062378,Medium Risk
43,62066,25,1406,76981,740,3,1,168072,143626,Education,Owned,0,2.7079124172265456,2.3140477226223273,0.2718352747837015,0.5359786112638989,High Risk
30,45859,9,1271,18401,819,3,0,97794,404595,Debt Consolidation,Rented,1,2.1324465765372875,8.822394243349324,0.33257740950719583,0.04547993554063807,High Risk
23,131599,4,6078,4628,420,0,0,0,205931,Auto,Mortgaged,0,0.0,1.5648252279635257,0.5542249240121581,0.022473437833848066,High Risk
49,98871,29,5469,1863,778,3,0,7101,7706,Auto,Rented,3,0.07182013107856623,0.07793915365320819,0.6637672950885994,0.2417282989490074,Low Risk
55,70270,37,2243,54634,404,2,1,28914,445667,Auto,Owned,2,0.41146418864111795,6.342118370309231,0.38303140698154287,0.12258901244872865,High Risk
28,50534,9,2435,712,620,2,1,26802,110801,Personal,Owned,1,0.5303650934995547,2.192559612149995,0.5782131196200653,0.006425876789227632,High Risk
41,67092,19,3029,245,584,4,0,136844,346918,Auto,Owned,2,2.0396166515135707,5.170703352063554,0.5417554737453982,0.0007062167249415569,Fraud Suspected
51,39713,33,1025,34537,424,3,0,45174,463577,Auto,Mortgaged,1,1.137483003474845,11.672886135871481,0.3097144583773984,0.07450094698195342,Fraud Suspected
36,86823,17,5235,21695,841,1,1,2570,139058,Auto,Owned,0,0.029600110568506404,1.6016078503639546,0.7235326637796001,0.15601291538124107,Low Risk
46,38564,25,1537,7713,719,3,0,149199,179145,Auto,Rented,0,3.86876701672501,4.6452742123687285,0.47825748735900425,0.04305426858539962,High Risk
36,78260,15,2244,8871,396,1,0,56883,398101,Auto,Owned,0,0.7268371219381301,5.08683763304839,0.34407942653428913,0.022283233945069356,Fraud Suspected
27,80082,8,4815,29313,520,2,1,81080,171112,Auto,Rented,0,1.0124495835570595,2.136683191189141,0.7215014422536619,0.17130784919906727,Fraud Suspected
65,53192,40,1027,10083,835,0,0,0,356902,Business,Owned,3,0.0,6.7095670482958285,0.23168462015678754,0.02825137362252489,Low Risk
24,45112,5,2990,23929,814,5,1,87220,314164,Auto,Owned,3,1.9333673220579435,6.963935007647463,0.7953361558752466,0.07616698231820858,High Risk
48,108147,26,5891,7896,825,0,0,0,417546,Debt Consolidation,Mortgaged,4,0.0,3.8608758368162146,0.653659799533972,0.01891044600967077,Low Risk
35,39882,15,2536,1647,839,1,1,14206,33269,Home,Owned,2,0.35619186119399243,0.83416493242735,0.7630318682145275,0.04950405770964833,Medium Risk
45,121934,23,7318,7505,409,3,0,98313,183562,Education,Rented,4,0.8062738344199779,1.5054086193463732,0.7201869848689876,0.0408851456992967,Fraud Suspected
63,200050,40,5993,34978,554,1,1,34385,414818,Personal,Rented,3,0.1718811703015731,2.07356124188332,0.3594883304757287,0.08432111354590797,Medium Risk
70,342189,40,9878,30529,767,1,1,30589,449671,Business,Mortgaged,1,0.08939185832432274,1.3140974312516438,0.3464040445366609,0.06789170773363697,Low Risk
38,107271,18,5748,8312,793,1,0,24440,12851,Business,Rented,0,0.22783205309866508,0.11979826981877843,0.6430009694980983,0.6467475879240585,Low Risk
41,235267,19,14562,3591,482,2,0,101186,236226,Home,Owned,3,0.4300882397946172,1.0040719519866705,0.7427444446333543,0.015201479932437867,Fraud Suspected
74,69411,40,4335,3732,453,3,1,135861,324461,Home,Owned,4,1.9573128565665878,4.674422290093932,0.7494381374978389,0.011502117351184423,Fraud Suspected
46,60463,25,1480,123879,452,1,0,39824,202062,Business,Rented,4,0.6586398518126488,3.3418563111934376,0.29372849960306957,0.6130711708724507,High Risk
30,137690,12,5490,84,457,3,0,174570,36136,Home,Owned,2,1.2678388565701462,0.26244271593640833,0.47846264461729526,0.0023244873675180564,Fraud Suspected
61,139991,39,8234,7469,661,0,0,0,423556,Business,Rented,2,0.0,3.0255728898794216,0.7058117606720384,0.017633990230358606,Low Risk
59,51495,37,2005,17024,607,1,0,55018,409427,Personal,Owned,1,1.0683936616436227,7.950656361659158,0.46722075501009785,0.04157996033490626,High Risk
53,26428,32,694,5275,846,1,1,36195,370206,Home,Owned,2,1.3695183321351545,14.007567444852246,0.3151084036475084,0.014248785139124868,High Risk
23,128609,3,4469,7398,328,4,0,212844,251409,Personal,Owned,3,1.6549568462794495,1.9548168882668533,0.41698157219500814,0.029426037150471342,Fraud Suspected
35,44323,16,1608,441,581,2,0,62104,377842,Business,Rented,4,1.4011370814908402,8.524546521072105,0.4353397707788106,0.0011671514359138583,Fraud Suspected
26,73277,5,3077,7527,301,2,0,12196,102540,Business,Mortgaged,0,0.16643467343541035,1.3993285842954228,0.5038892982887088,0.07340478442769234,Medium Risk
40,40549,21,1916,13835,701,2,0,41844,291986,Business,Rented,1,1.0319112207151664,7.200641183723798,0.5670036991368681,0.047382246469877085,High Risk
32,59268,14,3340,11026,380,1,0,34022,481998,Personal,Mortgaged,1,0.5740268943292446,8.132379490121311,0.6762388432401424,0.02287556613187994,High Risk
65,59083,40,2011,13825,539,3,0,130272,115741,Home,Owned,0,2.204860876040891,1.9589228894455353,0.4084354478369779,0.11944670041989944,High Risk
46,12718,26,642,7298,410,4,1,42720,389327,Personal,Owned,3,3.3587546190738267,30.609874990172184,0.6057079959116283,0.018745119796161593,Fraud Suspected
52,72960,30,1460,3311,529,3,1,173763,439612,Auto,Mortgaged,1,2.3815874234179906,6.025301188306082,0.24012828771535477,0.007531624406011651,Fraud Suspected
20,81296,0,2016,14661,640,1,0,12597,472236,Home,Rented,3,0.15495036717222038,5.80877523155836,0.29757555629359017,0.031045851976867548,Low Risk
20,74672,1,4547,51362,335,2,1,103836,337899,Personal,Mortgaged,3,1.3905427664617733,4.525049214575549,0.7307058776264513,0.15200355134655225,Fraud Suspected
37,247394,18,6887,117803,320,1,0,32552,256508,Home,Owned,2,0.1315790537399705,1.036835829341741,0.3340568726126235,0.45925484096074604,Medium Risk
67,100838,40,4384,14607,694,2,1,8556,224627,Personal,Rented,2,0.08484812423764615,2.227580598776267,0.5217029125635915,0.065027512153427,Low Risk
42,80195,20,3039,33303,431,2,1,16754,327230,Business,Owned,1,0.2089131627512594,4.0803780737193875,0.45473589705222206,0.10177214261485006,High Risk
28,23358,10,975,11477,798,2,0,5294,474978,Business,Rented,4,0.22663641423006123,20.33383278393767,0.5008776060619033,0.024163173529777107,Low Risk
55,54240,36,2735,74421,512,0,1,0,93887,Auto,Owned,4,0.0,1.730923102450176,0.6050773400195424,0.792657208588957,Medium Risk
44,82738,22,2195,11285,800,3,0,64710,122145,Education,Rented,2,0.7820979223824315,1.4762687487158415,0.3183504755919216,0.09238943559347011,High Risk
70,38184,40,1022,10462,319,0,1,0,41745,Home,Rented,3,0.0,1.0932303260442582,0.32117323556370303,0.25061083696641595,High Risk
33,100966,11,5343,3396,377,0,0,0,93304,Education,Mortgaged,2,0.0,0.9241039151405905,0.6350193627620906,0.0363967633031456,High Risk
69,103601,40,2706,2161,730,3,2,162036,209477,Education,Owned,4,1.5640238605432328,2.021939730893226,0.3134302426594081,0.010316119115133809,High Risk
73,88722,40,1517,3359,627,2,0,7756,254988,Education,Rented,4,0.08741814411144799,2.873978562492251,0.20517791328066004,0.013173117271725448,Low Risk
66,133279,40,8118,2844,813,2,0,103024,171197,Debt Consolidation,Rented,2,0.7729891956782713,1.2844912965186075,0.7309123649459784,0.016612343602144884,High Risk
69,220964,40,4592,16347,827,1,0,3417,445164,Education,Mortgaged,3,0.015463987509334058,2.0146358020500985,0.2493788609055733,0.03672121572899936,Low Risk
27,34601,6,1423,26286,433,2,0,15552,277824,Personal,Mortgaged,3,0.44945378879833536,8.02913126408878,0.49349748569446855,0.0946135157023306,High Risk
73,57440,40,1001,37548,559,2,0,118602,280727,Debt Consolidation,Rented,4,2.064762103723821,4.887223411848679,0.20911892202433802,0.13375224416517056,High Risk
53,80091,35,2540,89801,428,3,1,114960,169426,Debt Consolidation,Rented,1,1.435349348249513,2.115392298856315,0.38056235329371224,0.5300276815383617,Fraud Suspected
44,96027,22,1782,83001,438,4,0,140624,240306,Personal,Mortgaged,2,1.464406214854001,2.5024576165285124,0.2226850501936935,0.34539568135759674,Fraud Suspected
64,21176,40,974,2807,508,0,0,0,460629,Education,Mortgaged,3,0.0,21.751381215469614,0.5519195353449498,0.006093828018149057,Medium Risk
47,139323,26,7794,3396,740,1,0,47095,419287,Education,Rented,3,0.33802503516981997,3.0094384312824785,0.6712985558841262,0.008099444773043826,Low Risk
45,51204,25,1779,837,690,1,0,10205,220224,Debt Consolidation,Mortgaged,2,0.19929694365784592,4.300829997070599,0.4169124108973733,0.0038006584175275288,Low Risk
19,98784,0,3497,15681,554,4,1,198752,396286,Debt Consolidation,Mortgaged,2,2.0119653793592143,4.011600951561472,0.4248013362352584,0.039569806730980324,Fraud Suspected
47,87415,29,1633,15613,727,1,1,41690,346805,Auto,Owned,2,0.47691498123913245,3.967294316829871,0.22416948842317197,0.0450194056619551,Medium Risk
73,92785,40,4498,2438,393,1,1,14001,113286,Home,Mortgaged,0,0.1508956092513957,1.2209385036535685,0.5817256913758542,0.02152056281832867,High Risk
53,34368,32,1811,88783,747,2,0,67968,61424,Auto,Rented,2,1.9775960894992581,1.7871919462306147,0.6323140038988624,1.4453886853886855,High Risk
51,38235,31,1628,216663,321,2,0,97018,436693,Personal,Owned,3,2.5373470028245633,11.420990689402657,0.5109321058688148,0.4961437528337921,Fraud Suspected
54,61257,33,1305,7233,341,2,1,91624,349553,Business,Mortgaged,3,1.4957066832087238,5.7062424499657185,0.2556400796630644,0.020692081910091146,Fraud Suspected
34,125209,14,7809,8809,564,1,1,30808,325102,Business,Mortgaged,2,0.24605063493331203,2.5964539573516494,0.7484066767830045,0.027096028028040346,Medium Risk
34,107137,12,3242,33297,775,2,0,13184,55461,Home,Rented,2,0.12305624521644981,0.5176594672291811,0.3631204614609196,0.600357001190004,Low Risk
64,59652,40,2546,23054,832,2,1,34144,367395,Auto,Mortgaged,1,0.5723769131477042,6.158868791175633,0.5121620035874139,0.06274973053598841,Medium Risk
58,17241,39,536,12847,813,1,0,36825,313937,Auto,Rented,4,2.135773112167962,18.207690523141167,0.3730425704674632,0.040922092897323674,High Risk
30,34201,11,1733,119874,674,2,1,77622,358078,Auto,Rented,0,2.2695164025495584,10.469504707327056,0.6080346178586048,0.334769701658014,High Risk
67,48949,40,2081,69690,539,4,2,70564,96790,Auto,Mortgaged,0,1.4415526046986722,1.9773237997957098,0.5101532175689479,0.720004959138763,Fraud Suspected
25,91649,6,3237,21411,319,4,1,120232,50161,Debt Consolidation,Rented,1,1.311860338243317,0.5473104200763775,0.4238297872340426,0.4268370479645947,Fraud Suspected
56,249403,34,15439,6700,307,1,0,37755,402418,Education,Rented,1,0.15138089204663918,1.6135186284101297,0.7428429375631506,0.016649313277951588,Medium Risk
65,184228,40,5112,4596,608,1,3,52992,288475,Home,Rented,3,0.28764201075834966,1.565850110460351,0.3329768928887417,0.01593200127566938,High Risk
71,88503,40,3574,3625,781,2,0,51130,359928,Education,Mortgaged,3,0.5777140016270451,4.066799240712284,0.48458826719696285,0.010071430754398784,Medium Risk
52,121641,31,6859,26738,564,3,0,87210,464805,Debt Consolidation,Rented,3,0.7169398727413229,3.821089755183243,0.6766412916591309,0.0575250749775175,High Risk
46,53581,25,1475,1961,842,2,1,7638,248575,Auto,Mortgaged,2,0.1425478705535441,4.639151207495054,0.33033481393005115,0.007888935375901133,Medium Risk
34,53289,14,1368,5155,443,2,0,40054,202164,Personal,Rented,4,0.7516231938449991,3.7936573465941077,0.30805029086132485,0.025498973610664555,Fraud Suspected
60,41483,39,924,14483,581,5,0,193750,479182,Auto,Mortgaged,0,4.670475363995758,11.551007617394658,0.26728377205669657,0.03022436104786689,High Risk
45,101614,23,5198,21883,572,1,0,25290,277461,Home,Rented,1,0.24888057865472618,2.730512227525464,0.6138463809476947,0.07886845766267092,Medium Risk
65,35914,40,871,1703,745,3,3,149880,477243,Business,Rented,4,4.173186690797717,13.288124738967005,0.2910204649867743,0.003568405260202328,Fraud Suspected
47,94925,27,6023,9893,805,3,0,165063,205697,Auto,Owned,0,1.7388597433790531,2.1669194951857236,0.7613930851400038,0.04809477972561717,High Risk
53,139356,32,2528,39922,746,1,0,23056,266435,Home,Rented,1,0.16544558220972036,1.9118881721047383,0.2176855127478347,0.14983710909937095,Low Risk
71,135511,40,7764,13951,778,4,2,70508,58128,Debt Consolidation,Rented,3,0.5203081645905898,0.4289509416140268,0.6875258279709546,0.2400006881246882,Medium Risk
55,60657,35,2952,26012,537,1,1,59802,410648,Business,Mortgaged,0,0.9858880939035247,6.76989020409509,0.5839955158429226,0.06334363410114234,Fraud Suspected
36,193685,15,8592,95923,329,2,0,45996,497137,Debt Consolidation,Owned,1,0.23747715374368825,2.5667162314261227,0.5323255165577274,0.19295044836644956,Medium Risk
48,38228,26,1031,2190,467,1,1,22553,479333,Education,Rented,4,0.589944806298883,12.538465562792645,0.3236286588715373,0.004568839264479465,Fraud Suspected
61,93928,40,5836,2391,693,4,1,117152,370789,Personal,Rented,2,1.247239936547818,3.947545486484472,0.7455844307934717,0.006448393969632407,High Risk
56,131748,34,5522,26133,338,0,0,0,168704,Home,Owned,4,0.0,1.2804954876317847,0.5029563791755535,0.15490352983017694,Medium Risk
57,142985,37,7864,50008,561,2,0,32382,387043,Home,Mortgaged,3,0.22646972430867357,2.7068594128096457,0.6599806974109353,0.12920494827461476,Medium Risk
20,74867,0,3795,3546,841,1,1,41835,460348,Business,Mortgaged,1,0.5587834588876422,6.148795212908052,0.6082705561788748,0.007702851532207087,High Risk
22,119219,3,7687,38895,366,2,1,24238,278177,Personal,Owned,2,0.20330481462841804,2.3333081697701727,0.7737292400603926,0.13982054655652137,High Risk
23,144560,3,5130,13487,519,1,0,19567,185057,Education,Rented,3,0.1353546253830563,1.2801308790060943,0.42584099445908646,0.07287985388364729,Medium Risk
30,53191,12,2816,2643,463,2,2,59056,56982,Business,Rented,4,1.11024214167544,1.0712513159873664,0.6352835012783877,0.046382254356562486,Fraud Suspected
28,118287,8,3002,34846,510,2,0,99110,442194,Debt Consolidation,Rented,4,0.8378702826998512,3.738282835114297,0.30454483971324225,0.0788023383348975,High Risk
54,118019,32,4387,7403,448,2,1,13092,323903,Personal,Owned,2,0.11093035078800204,2.744475512624979,0.44605998983223183,0.022855537443193043,High Risk
33,70021,13,4626,34214,340,0,0,0,360991,Business,Owned,3,0.0,5.155394019022593,0.7927794121847419,0.09477772360606329,Medium Risk
74,22655,40,1236,5747,824,1,2,11838,305046,Debt Consolidation,Owned,4,0.522510593220339,13.464247881355933,0.6546610169491526,0.018839719780886225,Medium Risk
64,91650,40,1963,12571,584,0,0,0,232414,Auto,Rented,4,0.0,2.535858855877186,0.2570184722479842,0.05408859152808554,Medium Risk
54,67513,32,4230,6608,559,0,0,0,242295,Business,Rented,3,0.0,3.588811209526913,0.7518440619723317,0.027272427113943277,Medium Risk
25,57298,5,3387,5382,424,2,0,96108,185297,Personal,Mortgaged,1,1.6773067592802666,3.233860974886124,0.7093317509904187,0.029045105721594404,Fraud Suspected
30,51610,8,1573,3196,682,2,1,23300,299557,Auto,Rented,4,0.4514541473716843,5.8041309023270236,0.36573598651450273,0.010669052403875043,High Risk
49,144339,31,6020,13374,761,1,0,19000,51740,Business,Owned,0,0.131633642787862,0.35845919357073575,0.5004849660523764,0.25847973560619236,Low Risk
31,46098,10,2207,1452,404,1,1,57305,461374,Auto,Owned,3,1.2430855333087485,10.008329898696283,0.574502700709343,0.0031471146030885937,Fraud Suspected
42,145623,24,6587,981,810,5,1,284925,53909,Auto,Rented,2,1.9565799593473603,0.3701931000384552,0.5427951436576388,0.018196994991652754,High Risk
71,142627,40,4960,2428,793,4,0,158236,91448,Home,Mortgaged,0,1.1094315281711866,0.6411644277420984,0.4173093642202092,0.026550317663397084,High Risk
45,93246,23,5580,16106,663,3,0,152880,457322,Personal,Mortgaged,3,1.6395165528113504,4.90441515544736,0.7180928072753011,0.03521799690809341,High Risk
21,147702,1,6271,15147,672,1,0,41533,234064,Debt Consolidation,Mortgaged,4,0.2811926636561207,1.5846936081189955,0.509481865635769,0.06471279345480956,Fraud Suspected
52,149931,30,2601,82192,793,1,0,6913,19843,Home,Rented,2,0.04610756876450658,0.13234666382093216,0.20817437238214656,4.14190687361419,Low Risk
51,97252,30,3915,7049,613,1,1,19102,406259,Auto,Mortgaged,1,0.19641553473928824,4.177341573010601,0.4830699310046991,0.017350957514891942,Low Risk
44,60552,22,3608,72684,768,1,0,43506,406051,Debt Consolidation,Rented,3,0.7184780275130878,6.705712351163443,0.715009991247337,0.17900170421522366,High Risk
46,49916,24,2375,3068,725,1,3,13841,10142,Debt Consolidation,Mortgaged,4,0.2772802852735541,0.203177274275297,0.5709477733036841,0.3024746130336192,High Risk
69,72042,40,2728,5592,407,1,0,49556,198139,Debt Consolidation,Rented,3,0.6878669683383535,2.750288022431048,0.4543952917007898,0.028222468961340466,High Risk
55,83253,34,1551,33665,700,2,0,64264,425192,Business,Mortgaged,2,0.7719028515146419,5.107166022052994,0.2235568260984457,0.07917580957353484,High Risk
65,142419,40,6949,14670,484,0,1,0,47525,Education,Rented,2,0.0,0.3336961100968965,0.5855076534194635,0.3086731473298826,High Risk
67,52164,40,1985,23438,600,1,1,5009,328810,Education,Owned,4,0.09602223713217675,6.303268475031151,0.4566280072845778,0.07128107028049548,Low Risk
49,78459,31,3112,18473,376,0,2,0,85878,Business,Mortgaged,1,0.0,1.0945449910782565,0.47596227377007394,0.21510497327635394,High Risk
56,110904,34,4058,17340,317,3,1,170382,15862,Education,Rented,1,1.5362878138947749,0.14302330823677922,0.4390784906000631,1.0931097522536721,Fraud Suspected
71,61354,40,1165,3347,397,2,0,18792,85329,Debt Consolidation,Rented,4,0.30628310651128676,1.3907424007823324,0.22785429060386275,0.03922418844486113,High Risk
23,145433,4,3611,16129,306,2,0,50408,444400,Home,Owned,0,0.3466039578090405,3.0556816150281225,0.2979495853789348,0.036293797718727004,Medium Risk
71,41625,40,1304,11592,844,0,1,0,50295,Home,Rented,3,0.0,1.208259261038774,0.3759188968433191,0.23047558453952602,Low Risk
59,176386,39,5734,3158,567,1,0,6620,420136,Personal,Rented,3,0.03753111056937303,2.3818988927755447,0.3900967758394893,0.007516595777091758,Medium Risk
47,26386,26,1718,4205,665,1,0,26065,465449,Education,Mortgaged,0,0.9877970212604692,17.63932997309281,0.7812938189259863,0.009034267912772585,High Risk
27,75534,6,4230,5476,320,0,1,0,199334,Home,Rented,1,0.0,2.638962070563315,0.6720063546700206,0.02747134221285775,High Risk
33,75474,15,4579,838,775,0,2,0,429304,Auto,Mortgaged,4,0.0,5.688029148724743,0.7280291487247433,0.0019519921733965363,Medium Risk
67,24214,40,1219,14481,759,1,0,58807,349532,Auto,Mortgaged,2,2.4285360313855047,14.4345240553376,0.6040883749741895,0.04142956459046785,High Risk
48,128878,26,7099,23772,670,0,1,0,491979,Education,Owned,1,0.0,3.817371332800534,0.660992093358887,0.04831903735924224,Low Risk
42,87864,24,2010,25853,535,1,0,39488,448579,Personal,Mortgaged,4,0.4494167188300233,5.105320662379787,0.27451203550901954,0.05763297516607963,High Risk
24,44107,5,1877,94412,528,0,1,0,406932,Home,Rented,1,0.0,9.225809376983767,0.510655663371724,0.2320087090503842,Medium Risk
49,52013,28,1368,16909,347,3,1,83823,418828,Home,Owned,4,1.6115468912215942,8.052216710885531,0.3156073364863306,0.040372085027541076,Fraud Suspected
64,162622,40,7123,8029,550,1,0,6516,276240,Personal,Rented,1,0.04006813304391138,1.6986527121009942,0.5256083087878098,0.029065200314218383,Medium Risk
40,57499,21,1559,1412,814,3,0,159798,375618,Business,Owned,2,2.779095652173913,6.532486956521739,0.32535652173913043,0.003759128265609567,High Risk
18,53051,0,1299,7399,403,0,1,0,383041,Home,Owned,3,0.0,7.220104802834954,0.2938249264872201,0.01931641960933788,High Risk
71,30395,40,1335,37245,672,4,1,35576,422752,Business,Owned,3,1.1704171601526516,13.908145808659034,0.5270430319778918,0.08810108976163386,High Risk
19,43780,0,1597,8669,736,3,1,159528,161304,Debt Consolidation,Owned,2,3.6437724126904363,3.684337954820584,0.4377241269043649,0.05374290939524503,High Risk
46,38110,24,1116,16219,558,2,1,33696,455141,Education,Mortgaged,1,0.8841541812075254,11.94251003647241,0.35139461047991394,0.03563503258323776,Fraud Suspected
67,67730,40,1290,65359,507,2,0,33784,124400,Business,Rented,1,0.49879671051660246,1.8366774445970087,0.22855118040483677,0.5253896672856327,High Risk
23,113635,2,1957,1536,600,2,1,117846,438402,Debt Consolidation,Rented,1,1.0370481185539793,3.8579499454398256,0.2066598613115562,0.0035036256594959433,High Risk
32,106985,10,5975,3040,626,2,0,41146,464530,Education,Rented,3,0.3845923765726357,4.341969977380218,0.6701811451965678,0.006544234938034276,Low Risk
48,50486,30,1792,981,761,0,0,0,272004,Business,Rented,0,0.0,5.3876047299304775,0.42593142789232874,0.0036065513501590046,Low Risk
72,77103,40,3650,3649,541,0,0,0,128240,Auto,Rented,2,0.0,1.6632081344677319,0.5680639136750363,0.028454238504066563,Medium Risk
69,30861,40,1684,10113,562,4,1,59584,146929,Education,Owned,0,1.9306590629252802,4.760838571706305,0.6547858207504375,0.06882869393588784,Fraud Suspected
31,109545,12,3786,19969,568,0,0,0,36983,Education,Rented,2,0.0,0.3376024683694521,0.4147298851623975,0.5399361886221069,Medium Risk
32,47862,11,2636,702,313,1,0,51791,245444,Personal,Mortgaged,0,1.082067567849905,5.128052984560099,0.6608862795896622,0.0028601112265476993,Fraud Suspected
20,48399,0,1416,4781,429,3,1,153570,34738,Auto,Owned,4,3.1729338842975205,0.7177272727272728,0.35107438016528925,0.13762629897233658,Fraud Suspected
74,39555,40,813,926,808,4,1,221748,326662,Business,Rented,1,5.6059257761148755,8.25821619981798,0.24663767822833452,0.0028347256959006684,High Risk
69,47411,40,1390,65673,839,2,0,75054,125613,Personal,Mortgaged,4,1.5830169577322197,2.649392558845862,0.35180966843837,0.5228159281608737,High Risk
55,95261,34,5489,33022,571,1,1,16922,28992,Personal,Mortgaged,3,0.17763641326027166,0.30433961075769983,0.6914404484474397,1.1389645776566757,Medium Risk
30,149633,8,7189,85777,320,3,0,28959,410853,Debt Consolidation,Mortgaged,3,0.19353221861341674,2.745719555715947,0.5765267252095112,0.2087773272257298,Medium Risk
42,50155,23,1250,5027,765,2,0,92390,176381,Education,Mortgaged,0,1.8420527952787304,3.5166480580588564,0.29906691123694074,0.028500640654942115,High Risk
30,80644,11,2662,24709,786,2,0,43034,15669,Personal,Rented,0,0.5336226672453345,0.1942959885919772,0.39610639221278443,1.5768347160178686,Medium Risk
44,132224,23,4401,5197,571,2,1,6486,314472,Education,Owned,1,0.0490527509926262,2.3783096993760635,0.3994100964265457,0.01652606106088599,Medium Risk
68,49371,40,1267,1402,686,2,1,56150,114154,Home,Owned,0,1.13728429069108,2.3121202300899295,0.3079478246779551,0.012281547019403443,High Risk
35,72585,16,2849,2392,627,0,1,0,302427,Business,Mortgaged,1,0.0,4.166464607500069,0.47099991733943186,0.0079093205655561,Medium Risk
18,29417,0,750,7081,313,1,1,28155,256827,Personal,Rented,0,0.9570671017744238,8.730267183357128,0.305935141749949,0.027570981357172893,Fraud Suspected
42,63515,23,1554,85925,779,1,1,26873,99290,Auto,Owned,1,0.4230902449776434,1.5632281629825555,0.29359531456640847,0.8653855837890645,Medium Risk
54,63130,32,2958,33343,347,3,0,149712,81467,Education,Rented,1,2.3714498423912183,1.2904436806006558,0.5622594288067669,0.4092772622379339,Fraud Suspected
25,104573,5,2216,1744,586,3,0,14463,335592,Debt Consolidation,Rented,2,0.13830397613173445,3.209134201617993,0.2542888289632222,0.005196771088789099,Medium Risk
53,125737,32,7959,40499,721,1,1,47864,80689,Personal,Owned,1,0.38066455645866804,0.6417232658384896,0.7595794429687127,0.5019085388523981,Low Risk
